source,target,type,weight,evidence
project:reinforcement-learning-for-topology-optimization-of-a-synchronous-reluctance-mot,project:generative-design-by-using-exploration-approaches-of-reinforcement-learning-in-d,CITES,1.0,a method for topology optimization (TO) of a synchronous reluctance motor (SynRM) is proposed using deep reinforcement learning (RL)
project:rescale-ai-physics,project:rescale-ai-physics-powered-by-nvidia,BUILT_ON,1.0,Rescale AI Physics is a 2025 commercial product from Rescale
project:rescale-ai-physics,project:rescale-platform-experience,BUILT_ON,1.0,Rescale AI Physics is a 2025 commercial product from Rescale
project:rescale-platform-experience,project:rescale-ai-physics,BUILT_ON,1.0,"introduces new capabilities for data intelligence, and agentic workflows, and AI Physics on Rescale’s expanded platform"
project:research-on-cost-forecasting-based-on-the-bim-and-neural-network,project:project-completion-time-prediction-based-on-bim-and-bp-neural-network,CITES,1.0,"BIM technology is introduced into the construction project, so that the project manager can master all the information of the building"
project:rgo-robotics,project:isaac-lab,BUILT_ON,1.0,leverages NVIDIA Isaac Perceptor acceleration libraries
project:scalable-diffusion-for-materials-generation,project:crystal-diffusion-variational-autoencoder-for-periodic-material-generation,BENCHMARKED_AGAINST,1.0,"UniMat can generate high fidelity crystal structures from larger and more complex chemical systems, outperforming previous graph-based approaches"
project:scalable-global-optimization-via-local-bayesian-optimization,project:efficient-global-optimization-of-expensive-black-box-functions,CITES,1.0,Bayesian optimization has recently emerged as a popular method for the sample-efficient optimization of expensive black-box functions
project:scalable-global-optimization-via-local-bayesian-optimization,project:dragonfly,BENCHMARKED_AGAINST,1.0,TuRBO outperforms state-of-the-art methods from machine learning and operations research
project:scan2cad,project:shapenet-an-information-rich-3d-model-repository,CITES,1.0,"paired dataset built from 1,506 ScanNet RGB-D scans and 14,225 ShapeNet CAD models"
project:scan2cad,project:scanobjectnn,BENCHMARKED_AGAINST,1.0,Scan2CAD is one of the canonical benchmark resources for scan-to-CAD alignment
project:scanobjectnn,project:modelnet40,BENCHMARKED_AGAINST,1.0,state-of-the-art performance on CAD model datasets such as ModelNet40 with high accuracy ~92%
project:scimlai,project:neuralpdejl,BUILT_ON,1.0,Composable open source software for scientific machine learning with differentiable programming
project:scimlai,project:diffeqfluxjl,BUILT_ON,1.0,"Software for differential equations, large-scale nonlinear systems, inverse problems"
project:scimlai,project:differentialequationsjl,BUILT_ON,1.0,Plug new solvers into the composable interfaces. Make use of distributed and GPU parallelism
project:secad-net-self-supervised-cad-reconstruction-by-learning-sketch-extrude-operatio,project:extrudenet-unsupervised-inverse-sketch-and-extrude-for-shape-parsing,BENCHMARKED_AGAINST,1.0,show superiority over state-of-the-art alternatives including the closely related method for supervised CAD reconstruction
project:senvol-ml,project:senvol,BUILT_ON,1.0,Senvol ML is a 2023 commercial product from Senvol
project:sevennet,project:nequip,BUILT_ON,1.0,Its core model is based on NequIP
project:shap-e,project:point-e,BUILT_ON,1.0,"Shap-E is OpenAI's successor to Point-E, generating implicit-function representations rather than point clouds"
project:shap-e,project:point-e,BENCHMARKED_AGAINST,1.0,Shap-E's outputs are cleaner than Point-E's but still not engineering-CAD grade
project:shap-e,project:point-e,CITES,1.0,Shap-E is OpenAI's successor to Point-E
project:siemens-industrial-copilot-engineering,project:siemens-industrial-copilot-operations,CITES,1.0,continuing expansion across the Siemens copilot family
project:siemens-industrial-copilot-operations,project:siemens-industrial-copilot-engineering,CITES,1.0,"Siemens copilot family, aimed at machine operators and maintenance staff"
project:sim-to-real-transfer-of-robotic-control-with-dynamics-randomization,project:domain-randomization-for-transferring-deep-neural-networks-from-simulation-to-th,CITES,1.0,randomizing the dynamics of the simulator during training
project:sim-to-real-transfer-of-robotic-control-with-dynamics-randomization,project:challenges-of-real-world-reinforcement-learning-definitions-benchmarks-and-analy,CITES,1.0,bridge this “reality gap” by randomizing the dynamics of the simulator
project:simscale-foundation-pump,project:nvidia-physicsnemo-2024,BUILT_ON,1.0,Built on NVIDIA PhysicsNeMo
project:simulink-copilot,project:matlab-copilot,CITES,1.0,"licensed copilot stack, its current status is deployed production rather than experimental preview"
project:sketchgen-generating-constrained-cad-sketches,project:sketchgraphs-a-large-scale-dataset-for-modeling-relational-geometry-in-computer,BENCHMARKED_AGAINST,1.0,our approach significantly out performs the state-of-the-art
project:sketchgraphs-a-large-scale-dataset-for-modeling-relational-geometry-in-computer,project:sketchgen-generating-constrained-cad-sketches,BENCHMARKED_AGAINST,1.0,We demonstrate and establish benchmarks for two use cases of the dataset: generative modeling of sketches
project:skexgen,project:deepcad,BUILT_ON,1.0,SkexGen extends DeepCAD's autoregressive program-CAD paradigm
project:skexgen,project:fusion360-gallery-dataset,BUILT_ON,1.0,Trained on the Fusion 360 Gallery sketch-extrude dataset
project:solid-edge-generative-design-topology,project:solid-edge-generative-design,BUILT_ON,1.0,Generative design software brings advanced topology optimization to Solid Edge
project:solid-edge-generative-design-topology,project:nx-generative-design-topology,CITES,1.0,Generative design builds upon the traditional design approach by applying computing power and optimization techniques
project:solving-pdes-by-variational-physics-informed-neural-networks-an-a-posteriori-err,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,variational physics-informed neural networks (VPINNs)
project:solving-pdes-by-variational-physics-informed-neural-networks-an-a-posteriori-err,project:pinn-original,CITES,1.0,physics-informed neural networks
project:solving-seismic-wave-equations-on-variable-velocity-models-with-fourier-neural-o,project:fno,BUILT_ON,1.0,this work leverages the Fourier neural operator (FNO) to effectively learn the frequency domain seismic wavefields
project:spatial-temporal-modeling-using-deep-learning-for-real-time-monitoring-of-additi,project:convolutional-lstm-based-melt-pool-prediction-from-images-of-laser-tool-path-str,CITES,1.0,using the architecture of convolutional long short-term memory (LSTM)
project:spatial-temporal-modeling-using-deep-learning-for-real-time-monitoring-of-additi,project:convolutional-lstm-based-melt-pool-prediction-from-images-of-laser-tool-path-str,BENCHMARKED_AGAINST,1.0,"A case study used convolutional LSTM Autoencoder on optical, melt-pool-monitoring data"
project:spfn-supervised-fitting-of-geometric-primitives-to-3d-point-clouds,project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,BENCHMARKED_AGAINST,1.0,significant improvement over both strong RANSAC baselines
project:spfn-supervised-fitting-of-geometric-primitives-to-3d-point-clouds,project:point2primitive-cad-reconstruction-from-point-cloud-by-direct-primitive-predicti,BENCHMARKED_AGAINST,1.0,significant improvement over both strong RANSAC baselines and direct neural prediction
project:splatsdf-boosting-sdf-nerf-via-architecture-level-fusion-with-gaussian-splats,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,CITES,1.0,"using 3D Gaussian splats (3DGS), which can be quickly pre-trained"
project:splatsdf-boosting-sdf-nerf-via-architecture-level-fusion-with-gaussian-splats,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,BUILT_ON,1.0,SplatSDF directly fuses 3DGS at an architectural level by consuming it as an input to SDF-NeRF
project:splatter-image-ultra-fast-single-view-3d-reconstruction,project:gaussianobject-high-quality-3d-object-reconstruction-from-four-views-with-gaussi,CITES,1.0,"Splatter Image is based on Gaussian Splatting, which allows fast and high-quality reconstruction of 3D scenes"
project:splatter-image-ultra-fast-single-view-3d-reconstruction,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,CITES,1.0,"Splatter Image is based on Gaussian Splatting, which allows fast and high-quality reconstruction of 3D scenes"
project:syncdreamer-generating-multiview-consistent-images-from-a-single-view-image,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,CITES,1.0,"Using pretrained large-scale 2D diffusion models, recent work Zero123 demonstrates the ability to generate plausible novel views"
project:synera,project:hyperganic,BENCHMARKED_AGAINST,1.0,Differentiates from Hyperganic by emphasizing workflow orchestration over pure algorithmic design
project:synopsys-aso-ai,project:synopsys-dso-ai,BUILT_ON,1.0,Introduced as part of the broader Synopsys.ai rollout
project:synopsys-aso-ai,project:synopsys-vso-ai,BUILT_ON,1.0,Introduced as part of the broader Synopsys.ai rollout
project:synopsys-design-da,project:synopsys-dso-ai,BUILT_ON,1.0,data-analytics and observability layer in the Synopsys.ai chip-design stack
project:synopsys-design-da,project:synopsys-ai-copilot,CITES,1.0,Synopsys.ai chip-design stack
project:synopsys-design-da,project:synopsys-fusion-compiler-ai,CITES,1.0,Synopsys.ai chip-design stack
project:synopsys-fusion-compiler-ai,project:synopsys-dso-ai,BUILT_ON,1.0,DSO.ai-driven production deployments on top of Fusion Compiler
project:synopsys-tso-ai,project:synopsys-ai-copilot,BUILT_ON,1.0,Synopsys introduced TSO.ai as part of the broader 2023 expansion of the Synopsys.ai suite
project:synopsys-vso-ai,project:synopsys-ai-copilot,CITES,1.0,Introduced as part of the 2023 Synopsys.ai expansion
project:synopsys-vso-ai,project:synopsys-tso-ai,CITES,1.0,Synopsys VSO.ai applies machine-learning-guided search to functional verification closure
project:text-to-3d-using-gaussian-splatting,project:prolificdreamer-high-fidelity-and-diverse-text-to-3d-generation-with-variational,CITES,1.0,combines Score Distillation Sampling (SDS) with the optimization of volume rendering
project:text-to-3d-using-gaussian-splatting,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,CITES,1.0,"adopts Gaussian Splatting, a recent state-of-the-art representation"
project:text-to-cad-blender-add-on,project:zoo-text-to-cad,BUILT_ON,1.0,Powered by Zoo.dev 's ML-ephant Machine Learning API
project:text-to-cadquery-a-new-paradigm-for-cad-generation-with-scalable-large-model-cap,project:text2cad-generating-sequential-cad-models-from-beginner-to-expert-level-text-pro,CITES,1.0,"we augment the Text2CAD dataset with 170,000 CadQuery annotations"
project:text2cad-generating-sequential-cad-models-from-beginner-to-expert-level-text-pro,project:deepcad,BUILT_ON,1.0,data annotation pipeline for generating text prompts ... for the DeepCAD dataset using Mistral and LLaVA-NeXT
project:textmesh-generation-of-realistic-3d-meshes-from-text-prompts,project:dreamfusion,CITES,1.0,"a new line of methods recently emerged trying to harness diffusion models, trained on 2D images, for supervision of 3D model generation"
project:textmesh-generation-of-realistic-3d-meshes-from-text-prompts,project:dreamfusion,BENCHMARKED_AGAINST,1.0,"these methods... tend to produce over-saturated models, giving the output a cartoonish looking effect"
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:research-on-tool-remaining-useful-life-prediction-algorithm-based-on-machine-lea,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:condition-monitoring-and-life-prediction-of-the-turning-tool-based-on-extreme-le,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:explainable-remaining-tool-life-prediction-for-individualized-production-using-a,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:tool-remaining-useful-life-prediction-using-feature-extraction-and-machine-learn,project:deep-transfer-learning-based-on-sparse-autoencoder-for-remaining-useful-life-pre,BENCHMARKED_AGAINST,1.0,Our methodology was compared with six existing state-of-the-art works
project:topfarm,project:openmdao-an-open-source-framework-for-multidisciplinary-design-analysis-and-opti,BUILT_ON,1.0,based on FUSED-Wind and OpenMDAO
project:topfarm,project:open-source-coupled-aerostructural-optimization-using-python,CITES,1.0,based on FUSED-Wind and OpenMDAO
project:torchmd-net-equivariant-transformers-for-neural-network-based-molecular-potentia,project:md17,BENCHMARKED_AGAINST,1.0,"outperforming state-of-the-art on MD17, ANI-1, and many QM9 targets"
project:torchphysics,project:pinn-original,CITES,1.0,TorchPhysics implements methods like PINN [ 1 ] and DeepRitz [ 2 ]
project:torchphysics,project:deepxde,CITES,1.0,TorchPhysics implements methods like PINN [ 1 ] and DeepRitz [ 2 ]
project:tripo3d,project:triposr,BUILT_ON,1.0,Tripo3D (the commercial product behind the open-source TripoSR research)
project:tripo3d,project:meshy-ai,CITES,1.0,"Like Meshy, Tripo3D is asset-gen rather than engineering CAD"
project:triposr,project:meshy-ai,CITES,1.0,"informed many follow-on commercial offerings (Meshy, Tripo3D itself, Rodin)"
project:triposr,project:tripo3d,CITES,1.0,"informed many follow-on commercial offerings (Meshy, Tripo3D itself, Rodin)"
project:typedschematics-a-block-based-pcb-design-tool-with-real-time-detection-of-common,project:fusion-360-generative,BENCHMARKED_AGAINST,1.0,TypedSchematics improvements in design support for merging circuit blocks compared to Fusion 360
project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,project:fno,BUILT_ON,1.0,U-FNO is designed based on the newly proposed Fourier neural operator (FNO)
project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,project:fno,BENCHMARKED_AGAINST,1.0,U-FNO architecture is more accurate in gas saturation and pressure buildup predictions than the original FNO
project:understanding-and-mitigating-gradient-flow-pathologies-in-physics-informed-neura,project:pinn-original,CITES,1.0,focuses on physics spec to scalar field workflows
project:understanding-and-mitigating-gradient-flow-pathologies-in-physics-informed-neura,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,"deep learning, differential equations, optimization, stiff dynamics"
project:utilizing-industry-40-on-the-construction-site-challenges-and-opportunities,project:integration-of-industry-40-related-technologies-in-construction-industry-a-frame,CITES,1.0,discusses the current state of the art in the adoption of Industry 4.0 technologies within the construction industry
project:utilizing-industry-40-on-the-construction-site-challenges-and-opportunities,project:artificial-intelligence-and-smart-vision-for-building-and-construction-40-machin,CITES,1.0,relevance of the following key Industry 4.0 technologies to construction: data analytics and artificial intelligence
project:utilizing-industry-40-on-the-construction-site-challenges-and-opportunities,project:construction-with-digital-twin-information-systems,CITES,1.0,discusses the relevance of the following key Industry 4.0 technologies to construction: digital twin
project:utilizing-industry-40-on-the-construction-site-challenges-and-opportunities,project:an-adapted-model-of-cognitive-digital-twins-for-building-lifecycle-management,CITES,1.0,discusses the relevance of the following key Industry 4.0 technologies to construction: digital twin
project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) [31] use automatic differentiation to solve partial differential equations (PDEs)
project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,project:pinn-original,BENCHMARKED_AGAINST,1.0,increasing their accuracy compared to PINNs that essentially employ delta test functions
project:weatherbench,project:weatherbench-2,BUILT_ON,1.0,WeatherBench 2 has been released. It provides an updated and much improved benchmark
project:weatherbench-2,project:weatherbench,BUILT_ON,1.0,WeatherBench 2 is a 2023 benchmark dataset from Google Research. WeatherBench 2 is a framework for evaluating and comparing data-driven and traditional numerical weather forecasting models.
project:when-do-extended-physics-informed-neural-networks-xpinns-improve-generalization,project:pinn-original,CITES,1.0,XPINNs outperform PINNs
project:when-do-extended-physics-informed-neural-networks-xpinns-improve-generalization,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,CITES,1.0,"the key building block of XPINN, namely, the domain decomposition"
project:wisdem,project:openmdao-an-open-source-framework-for-multidisciplinary-design-analysis-and-opti,BUILT_ON,1.0,"WISDEM® is accessed through Python, is built using OpenMDAO , and uses several sub-models"
project:xometry-ai-quoting,project:hubs-instant-quote,BENCHMARKED_AGAINST,1.0,"competitors include Protolabs, Plethora, Fictiv, and Hubs"
project:yolov4-mn3-for-pcb-surface-defect-detection,project:msft-yolo-improved-yolov5-based-on-transformer-for-detecting-defects-of-steel-su,CITES,1.0,based on the cutting-edge YOLOv4 to detect PCB surface defect quickly and efficiently
project:zoo-design-studio,project:zoo-text-to-cad,BUILT_ON,1.0,Zoo Design Studio offers more than one approach to geometry creation. It also includes Text-to-CAD
